Время[c],АЦП 
10.65813946723938, 525 
10.658698081970215, 525 
10.659250259399414, 525 
10.659780502319336, 523 
10.660314559936523, 524 
10.660849332809448, 524 
10.668607950210571, 525 
10.669174671173096, 525 
10.669713258743286, 525 
10.67024040222168, 525 
10.670769691467285, 526 
10.671322584152222, 525 
10.671874523162842, 526 
10.67240858078003, 524 
10.672937154769897, 525 
10.673473119735718, 525 
10.674002647399902, 524 
10.674526929855347, 524 
10.675050735473633, 524 
10.67557406425476, 525 
10.676097393035889, 524 
10.676619291305542, 524 
10.677142143249512, 525 
10.677664756774902, 524 
10.678208351135254, 524 
10.678813934326172, 525 
10.679393291473389, 524 
10.679959297180176, 524 
10.68048906326294, 525 
10.681020498275757, 525 
10.681548833847046, 527 
10.682074546813965, 525 
10.682600021362305, 525 
10.683127164840698, 526 
10.683658361434937, 525 
10.684197902679443, 527 
10.68472957611084, 525 
10.685259819030762, 528 
10.685784578323364, 528 
10.68630337715149, 528 
10.686822891235352, 528 
10.687347173690796, 530 
10.687869310379028, 527 
10.688387155532837, 528 
10.688907384872437, 529 
10.689424991607666, 528 
10.689947128295898, 527 
10.69046401977539, 528 
10.690987825393677, 528 
10.69150996208191, 528 
10.692029237747192, 529 
10.692546606063843, 527 
10.693066596984863, 528 
10.69358491897583, 528 
10.694103240966797, 528 
10.694620847702026, 528 
10.695139408111572, 528 
10.695656776428223, 528 
10.696180582046509, 528 
10.696699380874634, 528 
10.697219371795654, 529 
10.697742700576782, 527 
10.698270320892334, 528 
10.698790550231934, 528 
10.69932222366333, 529 
10.699850082397461, 528 
10.700373649597168, 528 
10.700894832611084, 528 
10.701414585113525, 527 
10.701932430267334, 527 
10.7024507522583, 526 
10.702978610992432, 527 
10.703518867492676, 526 
10.704050064086914, 528 
10.704579591751099, 528 
10.705106973648071, 526 
10.70563554763794, 527 
10.706161499023438, 527 
10.706690311431885, 528 
10.707223415374756, 526 
10.707764148712158, 527 
10.708402395248413, 525 
10.708995819091797, 524 
10.709603071212769, 525 
10.710179328918457, 525 
10.710755586624146, 525 
10.711363792419434, 524 
10.711921215057373, 525 
10.712480545043945, 525 
10.71301794052124, 525 
10.71354603767395, 525 
10.714073657989502, 525 
10.714597940444946, 525 
10.715123653411865, 525 
10.715648889541626, 525 
10.716174125671387, 525 
10.716699123382568, 525 
10.71722412109375, 525 
10.717748880386353, 525 
10.718275785446167, 525 
10.71880292892456, 524 
10.719332933425903, 525 
10.719879865646362, 526 
10.720566034317017, 526 
10.721233129501343, 527 
10.721781253814697, 527 
10.722402334213257, 526 
10.723079919815063, 525 
10.72367238998413, 526 
10.724215030670166, 526 
10.724836587905884, 526 
10.725513458251953, 524 
10.726099491119385, 525 
10.726671695709229, 526 
10.72721004486084, 527 
10.727753400802612, 527 
10.72828459739685, 526 
10.728837728500366, 526 
10.72940731048584, 528 
10.72997236251831, 525 
10.730555057525635, 527 
10.731124877929688, 527 
10.731678247451782, 526 
10.732223987579346, 526 
10.732784748077393, 526 
10.733378410339355, 527 
10.733965396881104, 527 
10.734573364257812, 526 
10.735200643539429, 526 
10.73581075668335, 526 
10.736435413360596, 525 
10.737018823623657, 525 
10.737596035003662, 526 
10.73816442489624, 526 
10.738738298416138, 527 
10.73932147026062, 527 
10.739941120147705, 525 
10.740670919418335, 525 
10.741316556930542, 526 
10.741919994354248, 525 
10.742486000061035, 525 
10.743078708648682, 525 
10.743665933609009, 524 
10.744258880615234, 526 
10.74485158920288, 526 
10.745464086532593, 524 
10.745996475219727, 525 
10.746522665023804, 525 
10.747056484222412, 525 
10.747585773468018, 525 
10.748109579086304, 525 
10.748632431030273, 526 
10.749155282974243, 526 
10.74967885017395, 525 
10.750231266021729, 525 
10.750760555267334, 525 
10.751282930374146, 526 
10.751806259155273, 526 
10.752330303192139, 525 
10.752853393554688, 525 
10.75337529182434, 526 
10.75389838218689, 526 
10.75442123413086, 526 
10.75494933128357, 524 
10.75550389289856, 525 
10.756073236465454, 524 
10.756636381149292, 526 
10.757215738296509, 525 
10.757785081863403, 524 
10.759012937545776, 524 
10.759658336639404, 525 
10.760230779647827, 527 
10.760788917541504, 527 
10.761339902877808, 526 
10.761873006820679, 524 
10.762415170669556, 527 
10.76294469833374, 525 
10.763474225997925, 526 
10.764001369476318, 525 
10.764564037322998, 527 
10.765136241912842, 526 
10.765675783157349, 526 
10.766202926635742, 526 
10.766730546951294, 526 
10.767258882522583, 527 
10.767784118652344, 526 
10.768311262130737, 526 
10.768840312957764, 527 
10.769392728805542, 527 
10.76991581916809, 526 
10.770439386367798, 526 
10.770979881286621, 526 
10.771511316299438, 525 
10.772033452987671, 525 
10.77255654335022, 525 
10.77307915687561, 526 
10.773604393005371, 525 
10.774124383926392, 526 
10.774647235870361, 527 
10.775169372558594, 526 
10.775695085525513, 526 
10.776222467422485, 524 
10.776752471923828, 523 
10.777274370193481, 524 
10.777798652648926, 526 
10.778322219848633, 526 
10.778873205184937, 525 
10.77945613861084, 525 
10.780011415481567, 525 
10.780540227890015, 525 
10.781066417694092, 524 
10.781593322753906, 525 
10.782127141952515, 525 
10.782654047012329, 525 
10.783175706863403, 524 
